date,discharge_cfs
2013-10-28,2820
2013-10-29,2810
2013-10-30,2800
2013-10-31,2690
2013-11-01,2720
2013-11-02,2800
2013-11-03,2840
2013-11-04,2710
2013-11-05,2680
2013-11-06,2620
2013-11-07,2560
2013-11-08,2520
2013-11-09,2520
2013-11-10,2500
2013-11-11,2370
2013-11-12,2400
2013-11-13,2320
2013-11-14,2240
2013-11-15,2240
2013-11-16,2310
2013-11-17,2240
2013-11-18,2280
2013-11-19,2350
2013-11-20,2320
2013-11-21,2280
2013-11-22,2200
2013-11-23,2250
2013-11-24,2150
2013-11-25,1950
2013-11-26,2190
2013-11-27,7430
2013-11-28,10200
2013-11-29,9950
2013-11-30,9740
2013-12-01,8890
2013-12-02,7240
2013-12-03,6080
2013-12-04,5350
2013-12-05,4870
2013-12-06,4810
2013-12-07,9470
2013-12-08,28000
2013-12-09,39200
2013-12-10,29000
2013-12-11,23100
2013-12-12,21400
2013-12-13,20000
2013-12-14,16600
2013-12-15,15600
2013-12-16,15300
2013-12-17,14000
2013-12-18,12600
2013-12-19,11600
2013-12-20,10800
2013-12-21,10600
2013-12-22,14000
2013-12-23,25100
2013-12-24,32100
2013-12-25,29700
2013-12-26,27400
2013-12-27,22400
2013-12-28,18500
2013-12-29,18900
2013-12-30,27500
2013-12-31,52300
2014-01-01,45700
2014-01-02,32100
2014-01-03,25400
2014-01-04,20800
2014-01-05,17000
2014-01-06,15900
2014-01-07,17200
2014-01-08,14200
2014-01-09,12800
2014-01-10,12400
2014-01-11,14900
2014-01-12,23200
2014-01-13,19100
2014-01-14,17200
2014-01-15,17000
2014-01-16,15900
2014-01-17,14200
2014-01-18,13200
2014-01-19,12000
2014-01-20,11000
2014-01-21,10400
2014-01-22,9840
2014-01-23,8360
2014-01-24,7270
2014-01-25,7250
2014-01-26,6170
2014-01-27,7030
2014-01-28,9550
2014-01-29,5900
2014-01-30,5980
2014-01-31,6250
2014-02-01,6800
2014-02-02,6870
2014-02-03,10700
2014-02-04,15500
2014-02-05,24100
2014-02-06,41700
2014-02-07,52000
2014-02-08,41800
2014-02-09,30500
2014-02-10,24500
2014-02-11,20600
2014-02-12,17500
2014-02-13,15500
2014-02-14,14000
2014-02-15,13400
2014-02-16,12800
2014-02-17,12200
2014-02-18,11700
2014-02-19,11600
2014-02-20,13600
2014-02-21,22400
2014-02-22,48000
2014-02-23,69500
2014-02-24,66500
2014-02-25,52800
2014-02-26,40500
2014-02-27,31400
2014-02-28,25500
2014-03-01,21000
2014-03-02,18000
2014-03-03,17500
2014-03-04,16500
2014-03-05,15700
2014-03-06,16500
2014-03-07,15900
2014-03-08,15800
2014-03-09,16200
2014-03-10,16500
2014-03-11,17400
2014-03-12,18900
2014-03-13,21400
2014-03-14,23400
2014-03-15,22800
2014-03-16,19800
2014-03-17,17900
2014-03-18,16600
2014-03-19,16000
2014-03-20,15800
2014-03-21,15400
2014-03-22,16500
2014-03-23,19400
2014-03-24,18400
2014-03-25,16900
2014-03-26,16000
2014-03-27,14600
2014-03-28,13700
2014-03-29,13700
2014-03-30,25700
2014-03-31,44000
2014-04-01,40900
2014-04-02,33600
2014-04-03,28500
2014-04-04,25400
2014-04-05,23000
2014-04-06,20400
2014-04-07,18800
2014-04-08,18100
2014-04-09,17600
2014-04-10,16700
2014-04-11,15600
2014-04-12,14400
2014-04-13,13500
2014-04-14,12800
2014-04-15,14000
2014-04-16,16300
2014-04-17,17800
2014-04-18,17400
2014-04-19,16000
2014-04-20,14500
2014-04-21,13500
2014-04-22,12800
2014-04-23,12400
2014-04-24,11700
2014-04-25,11000
2014-04-26,11600
2014-04-27,12500
2014-04-28,13100
2014-04-29,13300
2014-04-30,47400
2014-05-01,83900
2014-05-02,66900
2014-05-03,45000
2014-05-04,34300
2014-05-05,27700
2014-05-06,23800
2014-05-07,20200
2014-05-08,18600
2014-05-09,16900
2014-05-10,16200
2014-05-11,15500
2014-05-12,14100
2014-05-13,13800
2014-05-14,14500
2014-05-15,13800
2014-05-16,71100
2014-05-17,144000
2014-05-18,125000
2014-05-19,63000
2014-05-20,43200
2014-05-21,33200
2014-05-22,28100
2014-05-23,24600
2014-05-24,21500
2014-05-25,18000
2014-05-26,14900
2014-05-27,13300
2014-05-28,14800
2014-05-29,12900
2014-05-30,13300
2014-05-31,11900
2014-06-01,11500
2014-06-02,11200
2014-06-03,10700
2014-06-04,10000
2014-06-05,9200
2014-06-06,8890
2014-06-07,8290
2014-06-08,8200
2014-06-09,10600
2014-06-10,14000
2014-06-11,15800
2014-06-12,29100
2014-06-13,31200
2014-06-14,40200
2014-06-15,32400
2014-06-16,19400
2014-06-17,14600
2014-06-18,11900
2014-06-19,10400
2014-06-20,9490
2014-06-21,9130
2014-06-22,8540
2014-06-23,7620
2014-06-24,7310
2014-06-25,7580
2014-06-26,6860
2014-06-27,7080
2014-06-28,6930
2014-06-29,6170
2014-06-30,5590
2014-07-01,5550
2014-07-02,5440
2014-07-03,5790
2014-07-04,5790
2014-07-05,5320
2014-07-06,5140
2014-07-07,5300
2014-07-08,5700
2014-07-09,5430
2014-07-10,5020
2014-07-11,5430
2014-07-12,4410
2014-07-13,4100
2014-07-14,4590
2014-07-15,6420
2014-07-16,7320
2014-07-17,5600
2014-07-18,4590
2014-07-19,4150
2014-07-20,3840
2014-07-21,3500
2014-07-22,3360
2014-07-23,3150
2014-07-24,3430
2014-07-25,3520
2014-07-26,3310
2014-07-27,3280
2014-07-28,3110
2014-07-29,3210
2014-07-30,3880
2014-07-31,3420
2014-08-01,3250
2014-08-02,3270
2014-08-03,3380
2014-08-04,3530
2014-08-05,3530
2014-08-06,3570
2014-08-07,3250
2014-08-08,3030
2014-08-09,2900
2014-08-10,2670
2014-08-11,2450
2014-08-12,5940
2014-08-13,4350
2014-08-14,3620
2014-08-15,3950
2014-08-16,3430
2014-08-17,3380
2014-08-18,3030
2014-08-19,2840
2014-08-20,2540
2014-08-21,2730
2014-08-22,3370
2014-08-23,3210
2014-08-24,4000
2014-08-25,4260
2014-08-26,3630
2014-08-27,3080
2014-08-28,2770
2014-08-29,2610
2014-08-30,2430
2014-08-31,2570
2014-09-01,2690
2014-09-02,2750
2014-09-03,2990
2014-09-04,3180
2014-09-05,2940
2014-09-06,3100
2014-09-07,2620
2014-09-08,2300
2014-09-09,2430
2014-09-10,2200
2014-09-11,2140
2014-09-12,2510
2014-09-13,2280
2014-09-14,2160
2014-09-15,2030
2014-09-16,1950
2014-09-17,1900
2014-09-18,1790
2014-09-19,1790
2014-09-20,1750
2014-09-21,1700
2014-09-22,1600
2014-09-23,1580
2014-09-24,1570
2014-09-25,2150
2014-09-26,2070
2014-09-27,2020
2014-09-28,1970
2014-09-29,1780
2014-09-30,1710
2014-10-01,1850
2014-10-02,2040
2014-10-03,2490
2014-10-04,2460
2014-10-05,2880
2014-10-06,2430
2014-10-07,2150
2014-10-08,2220
2014-10-09,1960
2014-10-10,1880
2014-10-11,2130
2014-10-12,2190
2014-10-13,2210
2014-10-14,2320
2014-10-15,2800
2014-10-16,6190
2014-10-17,9530
2014-10-18,9680
2014-10-19,7610
2014-10-20,6060
2014-10-21,4920
2014-10-22,4860
2014-10-23,4130
2014-10-24,3550
2014-10-25,3380
2014-10-26,3130
2014-10-27,2900
2014-10-28,2780
2014-10-29,2710
2014-10-30,2700
2014-10-31,2620
2014-11-01,2530
2014-11-02,2290
2014-11-03,2340
2014-11-04,2250
2014-11-05,2260
2014-11-06,2490
2014-11-07,2700
2014-11-08,2650
2014-11-09,2650
2014-11-10,2490
2014-11-11,2520
2014-11-12,2410
2014-11-13,2450
2014-11-14,2420
2014-11-15,2360
2014-11-16,2270
2014-11-17,2530
2014-11-18,2770
2014-11-19,2610
2014-11-20,2650
2014-11-21,2570
2014-11-22,2430
2014-11-23,2400
2014-11-24,2660
2014-11-25,2910
2014-11-26,4390
2014-11-27,5920
2014-11-28,6250
2014-11-29,5810
2014-11-30,5340
2014-12-01,4860
2014-12-02,4940
2014-12-03,5400
2014-12-04,5900
2014-12-05,7290
2014-12-06,8310
2014-12-07,10000
2014-12-08,13700
2014-12-09,17400
2014-12-10,19700
2014-12-11,17800
2014-12-12,14400
2014-12-13,12000
2014-12-14,10400
2014-12-15,9050
2014-12-16,8450
2014-12-17,8170
2014-12-18,7560
2014-12-19,6640
2014-12-20,6030
2014-12-21,5700
2014-12-22,5500
2014-12-23,5560
2014-12-24,7600
2014-12-25,11800
2014-12-26,11300
2014-12-27,10500
2014-12-28,9730
2014-12-29,8880
2014-12-30,7950
2014-12-31,7220
2015-01-01,6660
2015-01-02,6230
2015-01-03,5910
2015-01-04,8290
2015-01-05,9800
2015-01-06,9290
2015-01-07,8960
2015-01-08,7420
2015-01-09,6800
2015-01-10,6200
2015-01-11,5700
2015-01-12,7030
2015-01-13,9330
2015-01-14,8810
2015-01-15,8010
2015-01-16,7340
2015-01-17,6780
2015-01-18,6340
2015-01-19,5980
2015-01-20,5710
2015-01-21,5600
2015-01-22,5390
2015-01-23,5310
2015-01-24,9180
2015-01-25,10500
2015-01-26,10400
2015-01-27,11500
2015-01-28,12300
2015-01-29,11300
2015-01-30,10200
2015-01-31,8830
2015-02-01,8020
2015-02-02,7750
2015-02-03,7820
2015-02-04,7370
2015-02-05,7060
2015-02-06,7300
2015-02-07,7290
2015-02-08,7200
2015-02-09,7000
2015-02-10,6790
2015-02-11,6610
2015-02-12,6790
2015-02-13,7570
2015-02-14,7850
2015-02-15,5780
2015-02-16,4870
2015-02-17,4270
2015-02-18,5060
2015-02-19,4920
2015-02-20,4380
2015-02-21,3950
2015-02-22,4490
2015-02-23,4510
2015-02-24,5420
2015-02-25,5120
2015-02-26,5810
2015-02-27,5750
2015-02-28,5410
2015-03-01,4930
2015-03-02,5140
2015-03-03,5160
2015-03-04,5170
2015-03-05,10300
2015-03-06,15900
2015-03-07,29000
2015-03-08,31500
2015-03-09,29400
2015-03-10,36600
2015-03-11,47400
2015-03-12,50000
2015-03-13,51400
2015-03-14,46000
2015-03-15,45000
2015-03-16,38300
2015-03-17,34500
2015-03-18,28800
2015-03-19,23900
2015-03-20,19900
2015-03-21,18400
2015-03-22,17700
2015-03-23,19600
2015-03-24,19900
2015-03-25,17800
2015-03-26,15900
2015-03-27,16900
2015-03-28,15700
2015-03-29,13600
2015-03-30,12600
2015-03-31,11900
2015-04-01,11000
2015-04-02,10300
2015-04-03,9570
2015-04-04,9100
2015-04-05,8640
2015-04-06,8260
2015-04-07,8140
2015-04-08,9690
2015-04-09,9640
2015-04-10,9460
2015-04-11,9890
2015-04-12,14700
2015-04-13,17100
2015-04-14,15100
2015-04-15,13600
2015-04-16,13400
2015-04-17,19400
2015-04-18,20600
2015-04-19,17700
2015-04-20,20600
2015-04-21,36300
2015-04-22,58800
2015-04-23,46200
2015-04-24,33600
2015-04-25,26300
2015-04-26,22300
2015-04-27,18500
2015-04-28,16900
2015-04-29,15600
2015-04-30,14000
2015-05-01,13100
2015-05-02,12400
2015-05-03,12900
2015-05-04,14200
2015-05-05,13600
2015-05-06,11900
2015-05-07,11300
2015-05-08,13600
2015-05-09,13600
2015-05-10,11400
2015-05-11,9660
2015-05-12,8510
2015-05-13,7640
2015-05-14,6930
2015-05-15,6170
2015-05-16,6300
2015-05-17,6980
2015-05-18,6220
2015-05-19,8020
2015-05-20,8490
2015-05-21,7730
2015-05-22,7560
2015-05-23,7220
2015-05-24,6320
2015-05-25,5630
2015-05-26,5060
2015-05-27,4810
2015-05-28,4630
2015-05-29,4470
2015-05-30,4100
2015-05-31,3870
2015-06-01,3880
2015-06-02,7180
2015-06-03,8890
2015-06-04,8190
2015-06-05,7910
2015-06-06,7290
2015-06-07,6200
2015-06-08,5910
2015-06-09,6460
2015-06-10,6180
2015-06-11,5830
2015-06-12,4820
2015-06-13,4240
2015-06-14,4160
2015-06-15,4070
2015-06-16,3810
2015-06-17,4330
2015-06-18,4700
2015-06-19,5160
2015-06-20,6810
2015-06-21,10800
2015-06-22,11500
2015-06-23,11200
2015-06-24,12600
2015-06-25,9580
2015-06-26,7960
2015-06-27,12400
2015-06-28,26300
2015-06-29,44200
2015-06-30,40600
2015-07-01,26200
2015-07-02,18800
2015-07-03,14000
2015-07-04,11700
2015-07-05,11000
2015-07-06,9110
2015-07-07,8570
2015-07-08,8540
2015-07-09,10700
2015-07-10,9150
2015-07-11,8720
2015-07-12,7610
2015-07-13,6920
2015-07-14,7090
2015-07-15,12100
2015-07-16,9540
2015-07-17,8200
2015-07-18,7200
2015-07-19,6520
2015-07-20,5960
2015-07-21,5260
2015-07-22,4730
2015-07-23,4190
2015-07-24,3810
2015-07-25,3490
2015-07-26,3270
2015-07-27,3130
2015-07-28,3120
2015-07-29,3070
2015-07-30,3420
2015-07-31,3490
2015-08-01,3090
2015-08-02,2850
2015-08-03,2700
2015-08-04,2680
2015-08-05,2630
2015-08-06,2310
2015-08-07,2140
2015-08-08,2030
2015-08-09,2140
2015-08-10,2110
2015-08-11,2070
2015-08-12,2020
2015-08-13,2070
2015-08-14,2040
2015-08-15,1980
2015-08-16,1930
2015-08-17,1790
2015-08-18,1680
2015-08-19,1660
2015-08-20,1800
2015-08-21,2650
2015-08-22,4120
2015-08-23,3290
2015-08-24,2490
2015-08-25,2510
2015-08-26,2270
2015-08-27,2110
2015-08-28,2060
2015-08-29,1680
2015-08-30,1420
2015-08-31,1280
2015-09-01,1250
2015-09-02,1200
2015-09-03,1260
2015-09-04,1330
2015-09-05,1320
2015-09-06,1390
2015-09-07,1420
2015-09-08,1310
2015-09-09,1260
2015-09-10,1210
2015-09-11,1360
2015-09-12,1580
2015-09-13,2140
2015-09-14,2180
2015-09-15,2100
2015-09-16,2040
2015-09-17,1840
2015-09-18,1630
2015-09-19,1510
2015-09-20,1390
2015-09-21,1260
2015-09-22,1370
2015-09-23,1350
2015-09-24,1360
2015-09-25,1830
2015-09-26,1510
2015-09-27,1320
2015-09-28,1280
2015-09-29,1700
2015-09-30,15800
2015-10-01,10600
2015-10-02,11300
2015-10-03,11400
2015-10-04,12000
2015-10-05,19300
2015-10-06,24000
2015-10-07,19200
2015-10-08,13900
2015-10-09,10400
2015-10-10,8160
2015-10-11,6580
2015-10-12,5610
2015-10-13,4910
2015-10-14,4520
2015-10-15,4100
2015-10-16,3750
2015-10-17,3410
2015-10-18,3160
2015-10-19,2890
2015-10-20,2810
2015-10-21,2680
2015-10-22,2590
2015-10-23,2490
2015-10-24,2480
2015-10-25,2400
2015-10-26,2330
2015-10-27,2270
2015-10-28,2480
2015-10-29,11100
2015-10-30,12900
2015-10-31,6930
2015-11-01,7850
2015-11-02,7180
2015-11-03,6580
2015-11-04,5620
2015-11-05,5020
2015-11-06,4470
2015-11-07,4120
2015-11-08,3790
2015-11-09,3540
2015-11-10,4220
2015-11-11,4510
2015-11-12,4440
2015-11-13,4800
2015-11-14,5440
2015-11-15,6330
2015-11-16,6120
2015-11-17,5500
2015-11-18,4940
2015-11-19,4790
2015-11-20,4940
2015-11-21,5460
2015-11-22,6070
2015-11-23,7220
2015-11-24,6650
2015-11-25,6020
2015-11-26,5450
2015-11-27,5000
2015-11-28,4670
2015-11-29,4510
2015-11-30,4420
2015-12-01,5160
2015-12-02,7180
2015-12-03,9640
2015-12-04,12400
2015-12-05,18200
2015-12-06,15900
2015-12-07,12900
2015-12-08,10700
2015-12-09,9180
2015-12-10,8150
2015-12-11,7470
2015-12-12,7020
2015-12-13,6300
2015-12-14,5890
2015-12-15,5690
2015-12-16,5260
2015-12-17,5180
2015-12-18,5760
2015-12-19,5530
2015-12-20,5350
2015-12-21,5400
2015-12-22,5410
2015-12-23,5720
2015-12-24,9800
2015-12-25,11900
2015-12-26,18300
2015-12-27,14400
2015-12-28,18100
2015-12-29,24700
2015-12-30,29300
2015-12-31,30000
2016-01-01,26100
2016-01-02,21400
2016-01-03,17500
2016-01-04,14900
2016-01-05,12800
2016-01-06,11200
2016-01-07,9880
2016-01-08,8810
2016-01-09,8130
2016-01-10,13600
2016-01-11,24000
2016-01-12,22500
2016-01-13,20300
2016-01-14,17000
2016-01-15,14600
2016-01-16,14400
2016-01-17,14100
2016-01-18,13000
2016-01-19,12700
2016-01-20,12200
2016-01-21,9090
2016-01-22,8510
2016-01-23,6060
2016-01-24,4220
2016-01-25,3750
2016-01-26,6050
2016-01-27,10400
2016-01-28,12400
2016-01-29,11100
2016-01-30,10800
2016-01-31,11500
2016-02-01,14300
2016-02-02,18100
2016-02-03,45200
2016-02-04,91900
2016-02-05,109000
2016-02-06,71700
2016-02-07,49800
2016-02-08,37700
2016-02-09,31500
2016-02-10,27600
2016-02-11,23800
2016-02-12,20000
2016-02-13,16900
2016-02-14,14200
2016-02-15,12300
2016-02-16,15100
2016-02-17,32200
2016-02-18,45900
2016-02-19,46500
2016-02-20,33700
2016-02-21,28200
2016-02-22,30100
2016-02-23,34200
2016-02-24,36900
2016-02-25,58700
2016-02-26,63500
2016-02-27,51200
2016-02-28,40100
2016-02-29,31900
2016-03-01,27000
2016-03-02,23500
2016-03-03,20400
2016-03-04,18400
2016-03-05,16800
2016-03-06,15300
2016-03-07,14000
2016-03-08,13100
2016-03-09,12200
2016-03-10,11300
2016-03-11,10700
2016-03-12,10100
2016-03-13,9640
2016-03-14,10900
2016-03-15,12100
2016-03-16,15700
2016-03-17,16700
2016-03-18,15300
2016-03-19,14100
2016-03-20,13300
2016-03-21,12500
2016-03-22,11900
2016-03-23,11500
2016-03-24,10900
2016-03-25,10300
2016-03-26,9830
2016-03-27,9380
2016-03-28,9340
2016-03-29,9370
2016-03-30,9320
2016-03-31,8890
2016-04-01,8470
2016-04-02,8230
2016-04-03,8070
2016-04-04,7680
2016-04-05,7480
2016-04-06,7310
2016-04-07,8230
2016-04-08,8980
2016-04-09,8750
2016-04-10,7640
2016-04-11,7220
2016-04-12,7210
2016-04-13,7210
2016-04-14,6860
2016-04-15,6720
2016-04-16,6990
2016-04-17,6570
2016-04-18,6230
2016-04-19,5840
2016-04-20,5580
2016-04-21,5320
2016-04-22,5190
2016-04-23,5080
2016-04-24,5210
2016-04-25,5650
2016-04-26,5750
2016-04-27,5790
2016-04-28,5690
2016-04-29,5520
2016-04-30,5360
2016-05-01,5880
2016-05-02,8790
2016-05-03,16500
2016-05-04,21700
2016-05-05,25700
2016-05-06,26500
2016-05-07,34600
2016-05-08,38000
2016-05-09,32900
2016-05-10,26300
2016-05-11,21900
2016-05-12,19400
2016-05-13,17700
2016-05-14,16600
2016-05-15,17300
2016-05-16,16400
2016-05-17,14800
2016-05-18,13500
2016-05-19,12000
2016-05-20,11000
2016-05-21,10900
2016-05-22,11900
2016-05-23,17000
2016-05-24,30700
2016-05-25,31900
2016-05-26,25900
2016-05-27,20300
2016-05-28,16200
2016-05-29,14800
2016-05-30,13300
2016-05-31,12100
2016-06-01,11100
2016-06-02,10500
2016-06-03,10100
2016-06-04,10900
2016-06-05,21800
2016-06-06,19600
2016-06-07,23000
2016-06-08,18200
2016-06-09,13800
2016-06-10,11000
2016-06-11,9050
2016-06-12,7720
2016-06-13,6600
2016-06-14,5910
2016-06-15,5330
2016-06-16,5180
2016-06-17,7770
2016-06-18,6810
2016-06-19,8270
2016-06-20,9770
2016-06-21,8000
2016-06-22,10500
2016-06-23,8920
2016-06-24,7810
2016-06-25,7670
2016-06-26,11000
2016-06-27,13300
2016-06-28,11400
2016-06-29,8890
2016-06-30,7730
2016-07-01,7900
2016-07-02,6980
2016-07-03,5750
2016-07-04,5020
2016-07-05,5850
2016-07-06,5360
2016-07-07,5050
2016-07-08,4970
2016-07-09,5350
2016-07-10,4690
2016-07-11,4270
2016-07-12,4010
2016-07-13,3590
2016-07-14,3280
2016-07-15,3130
2016-07-16,2940
2016-07-17,3380
2016-07-18,3180
2016-07-19,3240
2016-07-20,3210
2016-07-21,3420
2016-07-22,3040
2016-07-23,2650
2016-07-24,2460
2016-07-25,2300
2016-07-26,2210
2016-07-27,2010
2016-07-28,2510
2016-07-29,4350
2016-07-30,3960
2016-07-31,9340
2016-08-01,9200
2016-08-02,6740
2016-08-03,5200
2016-08-04,4670
2016-08-05,4290
2016-08-06,3800
2016-08-07,3380
2016-08-08,3100
2016-08-09,2930
2016-08-10,3150
2016-08-11,2860
2016-08-12,2610
2016-08-13,2440
2016-08-14,2270
2016-08-15,2290
2016-08-16,3190
2016-08-17,3220
2016-08-18,5310
2016-08-19,5110
2016-08-20,3850
2016-08-21,3520
2016-08-22,3240
2016-08-23,2710
2016-08-24,2440
2016-08-25,2590
2016-08-26,2550
2016-08-27,2130
2016-08-28,1940
2016-08-29,1730
2016-08-30,1630
2016-08-31,1540
2016-09-01,1620
2016-09-02,2330
2016-09-03,1930
2016-09-04,1660
2016-09-05,1510
2016-09-06,1410
2016-09-07,1510
2016-09-08,1840
2016-09-09,1480
2016-09-10,1460
2016-09-11,1390
2016-09-12,1380
2016-09-13,1470
2016-09-14,1550
2016-09-15,1370
2016-09-16,1230
2016-09-17,1210
2016-09-18,1170
2016-09-19,1120
2016-09-20,1200
2016-09-21,1280
2016-09-22,1390
2016-09-23,1750
2016-09-24,1750
2016-09-25,1510
2016-09-26,1300
2016-09-27,1310
2016-09-28,1380
2016-09-29,3490
2016-09-30,4570
2016-10-01,8170
2016-10-02,11700
2016-10-03,10000
2016-10-04,8320
2016-10-05,7170
2016-10-06,5550
2016-10-07,4420
2016-10-08,3740
2016-10-09,3240
2016-10-10,2950
2016-10-11,3130
2016-10-12,3890
2016-10-13,5240
2016-10-14,4780
2016-10-15,4080
2016-10-16,3540
2016-10-17,3170
2016-10-18,2960
2016-10-19,2830
2016-10-20,2630
2016-10-21,2540
2016-10-22,2500
2016-10-23,2240
2016-10-24,2060
2016-10-25,2010
2016-10-26,2090
2016-10-27,1990
2016-10-28,1940
2016-10-29,1890
2016-10-30,1900
2016-10-31,1830
2016-11-01,1920
2016-11-02,2020
2016-11-03,1950
2016-11-04,2020
2016-11-05,1990
2016-11-06,1900
2016-11-07,1820
2016-11-08,1830
2016-11-09,1910
2016-11-10,1890
2016-11-11,1870
2016-11-12,1890
2016-11-13,1840
2016-11-14,1730
2016-11-15,1790
2016-11-16,1810
2016-11-17,1800
2016-11-18,1810
2016-11-19,1790
2016-11-20,1740
2016-11-21,1610
2016-11-22,1590
2016-11-23,1600
2016-11-24,1580
2016-11-25,1620
2016-11-26,1610
2016-11-27,1540
2016-11-28,1480
2016-11-29,1620
2016-11-30,1900
2016-12-01,3480
2016-12-02,3550
2016-12-03,3180
2016-12-04,3350
2016-12-05,3580
2016-12-06,4160
2016-12-07,5220
2016-12-08,4660
2016-12-09,5000
2016-12-10,6040
2016-12-11,5930
2016-12-12,5100
2016-12-13,4440
2016-12-14,4030
2016-12-15,3720
2016-12-16,3420
2016-12-17,3130
2016-12-18,2990
2016-12-19,3210
2016-12-20,3550
2016-12-21,4280
2016-12-22,6090
2016-12-23,5930
2016-12-24,5690
2016-12-25,5110
2016-12-26,4720
2016-12-27,4450
2016-12-28,4290
2016-12-29,4370
2016-12-30,4200
2016-12-31,3990
2017-01-01,3880
2017-01-02,3920
2017-01-03,5140
2017-01-04,7730
2017-01-05,11600
2017-01-06,16800
2017-01-07,16500
2017-01-08,13500
2017-01-09,10500
2017-01-10,8300
2017-01-11,7780
2017-01-12,7620
2017-01-13,6870
2017-01-14,7440
2017-01-15,9030
2017-01-16,8980
2017-01-17,8810
2017-01-18,10000
2017-01-19,10100
2017-01-20,10800
2017-01-21,10700
2017-01-22,9920
2017-01-23,9910
2017-01-24,16600
2017-01-25,47400
2017-01-26,49100
2017-01-27,35000
2017-01-28,26600
2017-01-29,21700
2017-01-30,17700
2017-01-31,14900
2017-02-01,12900
2017-02-02,11200
2017-02-03,9740
2017-02-04,8600
2017-02-05,7690
2017-02-06,7000
2017-02-07,6370
2017-02-08,6080
2017-02-09,6090
2017-02-10,6450
2017-02-11,7670
2017-02-12,8320
2017-02-13,7970
2017-02-14,8790
2017-02-15,14000
2017-02-16,13700
2017-02-17,12000
2017-02-18,10400
2017-02-19,9250
2017-02-20,8120
2017-02-21,7100
2017-02-22,6590
2017-02-23,6140
2017-02-24,5650
2017-02-25,5260
2017-02-26,5110
2017-02-27,5080
2017-02-28,4830
2017-03-01,4950
2017-03-02,4770
2017-03-03,4960
2017-03-04,9680
2017-03-05,9020
2017-03-06,7640
2017-03-07,6590
2017-03-08,6170
2017-03-09,5730
2017-03-10,5820
2017-03-11,6240
2017-03-12,6050
2017-03-13,6230
2017-03-14,6500
2017-03-15,6260
2017-03-16,5810
2017-03-17,5800
2017-03-18,5850
2017-03-19,7510
2017-03-20,13400
2017-03-21,19600
2017-03-22,16700
2017-03-23,14300
2017-03-24,12600
2017-03-25,11800
2017-03-26,10800
2017-03-27,9930
2017-03-28,9490
2017-03-29,10300
2017-03-30,12300
2017-03-31,16500
2017-04-01,21100
2017-04-02,23300
2017-04-03,24200
2017-04-04,22600
2017-04-05,19900
2017-04-06,20300
2017-04-07,27000
2017-04-08,26500
2017-04-09,23000
2017-04-10,20000
2017-04-11,17200
2017-04-12,15000
2017-04-13,13100
2017-04-14,11500
2017-04-15,10100
2017-04-16,8950
2017-04-17,8200
2017-04-18,7840
2017-04-19,7540
2017-04-20,7520
2017-04-21,7380
2017-04-22,8670
2017-04-23,8590
2017-04-24,8260
2017-04-25,8450
2017-04-26,8890
2017-04-27,13200
2017-04-28,20600
2017-04-29,19100
2017-04-30,15700
2017-05-01,13600
2017-05-02,13300
2017-05-03,13300
2017-05-04,12000
2017-05-05,15200
2017-05-06,39200
2017-05-07,75700
2017-05-08,53700
2017-05-09,35700
2017-05-10,26300
2017-05-11,22300
2017-05-12,24000
2017-05-13,35400
2017-05-14,42000
2017-05-15,45000
2017-05-16,35000
2017-05-17,26700
2017-05-18,21400
2017-05-19,18400
2017-05-20,15200
2017-05-21,12300
2017-05-22,11000
2017-05-23,9960
2017-05-24,9300
2017-05-25,11100
2017-05-26,18900
2017-05-27,36700
2017-05-28,37700
2017-05-29,26900
2017-05-30,23300
2017-05-31,26200
2017-06-01,24300
2017-06-02,19300
2017-06-03,15400
2017-06-04,12600
2017-06-05,10700
2017-06-06,9580
2017-06-07,8520
2017-06-08,7790
2017-06-09,7360
2017-06-10,6780
2017-06-11,6370
2017-06-12,5790
2017-06-13,5360
2017-06-14,4960
2017-06-15,4630
2017-06-16,4320
2017-06-17,4060
2017-06-18,4100
2017-06-19,6400
2017-06-20,9550
2017-06-21,7040
2017-06-22,6070
2017-06-23,5540
2017-06-24,5260
2017-06-25,5130
2017-06-26,7080
2017-06-27,7900
2017-06-28,5980
2017-06-29,4950
2017-06-30,4190
2017-07-01,3870
2017-07-02,3910
2017-07-03,3690
2017-07-04,3360
2017-07-05,3210
2017-07-06,4940
2017-07-07,9420
2017-07-08,7870
2017-07-09,8680
2017-07-10,7130
2017-07-11,5620
2017-07-12,4640
2017-07-13,4140
2017-07-14,4070
2017-07-15,4580
2017-07-16,3790
2017-07-17,3280
2017-07-18,3460
2017-07-19,3270
2017-07-20,2890
2017-07-21,2720
2017-07-22,3040
2017-07-23,3450
2017-07-24,5140
2017-07-25,4080
2017-07-26,4240
2017-07-27,3730
2017-07-28,4790
2017-07-29,16600
2017-07-30,18000
2017-07-31,16800
2017-08-01,19900
2017-08-02,13700
2017-08-03,10300
2017-08-04,8660
2017-08-05,7340
2017-08-06,7810
2017-08-07,11500
2017-08-08,8140
2017-08-09,6700
2017-08-10,6640
2017-08-11,6620
2017-08-12,8160
2017-08-13,9150
2017-08-14,7070
2017-08-15,6170
2017-08-16,5540
2017-08-17,4740
2017-08-18,4310
2017-08-19,5090
2017-08-20,4210
2017-08-21,3740
2017-08-22,3420
2017-08-23,3220
2017-08-24,2970
2017-08-25,2950
2017-08-26,2800
