date,discharge_cfs
2017-08-27,2680
2017-08-28,2570
2017-08-29,2630
2017-08-30,2800
2017-08-31,2790
2017-09-01,2690
2017-09-02,2860
2017-09-03,2820
2017-09-04,2600
2017-09-05,2430
2017-09-06,3920
2017-09-07,5150
2017-09-08,4700
2017-09-09,4240
2017-09-10,3570
2017-09-11,3060
2017-09-12,2800
2017-09-13,2540
2017-09-14,2490
2017-09-15,2380
2017-09-16,2270
2017-09-17,2190
2017-09-18,1940
2017-09-19,1960
2017-09-20,1950
2017-09-21,2000
2017-09-22,2090
2017-09-23,1890
2017-09-24,1760
2017-09-25,1580
2017-09-26,1500
2017-09-27,1570
2017-09-28,1450
2017-09-29,1320
2017-09-30,1350
2017-10-01,1350
2017-10-02,1280
2017-10-03,1250
2017-10-04,1300
2017-10-05,1270
2017-10-06,1420
2017-10-07,1340
2017-10-08,1330
2017-10-09,1630
2017-10-10,1810
2017-10-11,2230
2017-10-12,3040
2017-10-13,3150
2017-10-14,3710
2017-10-15,3810
2017-10-16,3410
2017-10-17,3010
2017-10-18,2710
2017-10-19,2400
2017-10-20,2050
2017-10-21,1970
2017-10-22,1890
2017-10-23,1690
2017-10-24,1920
2017-10-25,2330
2017-10-26,2260
2017-10-27,2370
2017-10-28,2440
2017-10-29,2440
2017-10-30,4160
2017-10-31,16700
2017-11-01,22300
2017-11-02,13800
2017-11-03,9590
2017-11-04,7370
2017-11-05,6680
2017-11-06,5940
2017-11-07,6090
2017-11-08,7750
2017-11-09,7020
2017-11-10,9230
2017-11-11,10000
2017-11-12,8580
2017-11-13,7580
2017-11-14,6580
2017-11-15,5520
2017-11-16,5070
2017-11-17,5060
2017-11-18,4640
2017-11-19,4180
2017-11-20,4470
2017-11-21,5850
2017-11-22,5550
2017-11-23,5020
2017-11-24,4630
2017-11-25,4340
2017-11-26,4120
2017-11-27,3900
2017-11-28,3750
2017-11-29,3600
2017-11-30,3410
2017-12-01,3300
2017-12-02,3220
2017-12-03,3120
2017-12-04,2980
2017-12-05,2980
2017-12-06,3000
2017-12-07,2890
2017-12-08,2970
2017-12-09,3050
2017-12-10,2920
2017-12-11,2630
2017-12-12,2630
2017-12-13,2600
2017-12-14,2430
2017-12-15,2430
2017-12-16,2390
2017-12-17,2290
2017-12-18,2300
2017-12-19,2310
2017-12-20,2290
2017-12-21,2240
2017-12-22,2210
2017-12-23,2270
2017-12-24,2480
2017-12-25,2570
2017-12-26,2680
2017-12-27,2800
2017-12-28,2590
2017-12-29,2680
2017-12-30,2440
2017-12-31,1760
2018-01-01,1620
2018-01-02,1600
2018-01-03,1680
2018-01-04,1870
2018-01-05,1230
2018-01-06,1320
2018-01-07,1760
2018-01-08,1920
2018-01-09,2090
2018-01-10,1970
2018-01-11,2040
2018-01-12,2400
2018-01-13,5800
2018-01-14,10900
2018-01-15,9960
2018-01-16,11500
2018-01-17,10700
2018-01-18,9990
2018-01-19,7610
2018-01-20,7060
2018-01-21,6740
2018-01-22,5980
2018-01-23,5770
2018-01-24,10100
2018-01-25,12600
2018-01-26,10600
2018-01-27,8690
2018-01-28,7640
2018-01-29,7120
2018-01-30,6750
2018-01-31,6410
2018-02-01,6040
2018-02-02,5770
2018-02-03,5610
2018-02-04,5880
2018-02-05,7590
2018-02-06,7450
2018-02-07,7650
2018-02-08,10600
2018-02-09,13200
2018-02-10,15900
2018-02-11,19800
2018-02-12,24300
2018-02-13,30300
2018-02-14,29600
2018-02-15,25200
2018-02-16,21100
2018-02-17,23600
2018-02-18,31600
2018-02-19,30600
2018-02-20,27200
2018-02-21,23700
2018-02-22,21000
2018-02-23,19100
2018-02-24,18900
2018-02-25,19800
2018-02-26,28600
2018-02-27,39500
2018-02-28,34100
2018-03-01,27200
2018-03-02,22900
2018-03-03,23700
2018-03-04,21300
2018-03-05,18400
2018-03-06,15600
2018-03-07,14000
2018-03-08,12900
2018-03-09,12000
2018-03-10,11100
2018-03-11,10100
2018-03-12,9000
2018-03-13,8260
2018-03-14,7760
2018-03-15,7240
2018-03-16,6800
2018-03-17,6540
2018-03-18,6180
2018-03-19,5770
2018-03-20,5910
2018-03-21,6540
2018-03-22,6670
2018-03-23,6990
2018-03-24,7370
2018-03-25,8760
2018-03-26,10200
2018-03-27,11400
2018-03-28,12400
2018-03-29,13000
2018-03-30,16000
2018-03-31,22600
2018-04-01,23200
2018-04-02,19700
2018-04-03,18000
2018-04-04,22100
2018-04-05,33300
2018-04-06,30700
2018-04-07,24400
2018-04-08,19400
2018-04-09,16000
2018-04-10,14100
2018-04-11,12500
2018-04-12,11300
2018-04-13,10100
2018-04-14,9240
2018-04-15,8510
2018-04-16,17800
2018-04-17,40100
2018-04-18,73200
2018-04-19,52300
2018-04-20,35700
2018-04-21,27500
2018-04-22,22300
2018-04-23,18000
2018-04-24,15800
2018-04-25,15900
2018-04-26,16900
2018-04-27,21700
2018-04-28,25000
2018-04-29,22200
2018-04-30,19600
2018-05-01,16600
2018-05-02,14300
2018-05-03,12900
2018-05-04,11800
2018-05-05,10700
2018-05-06,10000
2018-05-07,10900
2018-05-08,21100
2018-05-09,23800
2018-05-10,19000
2018-05-11,15800
2018-05-12,13100
2018-05-13,11900
2018-05-14,12000
2018-05-15,24000
2018-05-16,50000
2018-05-17,56900
2018-05-18,71600
2018-05-19,101000
2018-05-20,109000
2018-05-21,88600
2018-05-22,59800
2018-05-23,47300
2018-05-24,45500
2018-05-25,33900
2018-05-26,26400
2018-05-27,22000
2018-05-28,21100
2018-05-29,21100
2018-05-30,23900
2018-05-31,19800
2018-06-01,22500
2018-06-02,32000
2018-06-03,59300
2018-06-04,126000
2018-06-05,148000
2018-06-06,67700
2018-06-07,44100
2018-06-08,32500
2018-06-09,25500
2018-06-10,21400
2018-06-11,22300
2018-06-12,36900
2018-06-13,43200
2018-06-14,35700
2018-06-15,27200
2018-06-16,22300
2018-06-17,17900
2018-06-18,14800
2018-06-19,13300
2018-06-20,12400
2018-06-21,12500
2018-06-22,18800
2018-06-23,37700
2018-06-24,74800
2018-06-25,58200
2018-06-26,38900
2018-06-27,27800
2018-06-28,21700
2018-06-29,18300
2018-06-30,17400
2018-07-01,15900
2018-07-02,13100
2018-07-03,10600
2018-07-04,9710
2018-07-05,9040
2018-07-06,10400
2018-07-07,11900
2018-07-08,10700
2018-07-09,10000
2018-07-10,9000
2018-07-11,7780
2018-07-12,6640
2018-07-13,5950
2018-07-14,5610
2018-07-15,5320
2018-07-16,5200
2018-07-17,5540
2018-07-18,5610
2018-07-19,5300
2018-07-20,5150
2018-07-21,8800
2018-07-22,35800
2018-07-23,32800
2018-07-24,26900
2018-07-25,28500
2018-07-26,33900
2018-07-27,32000
2018-07-28,26000
2018-07-29,18300
2018-07-30,13800
2018-07-31,14800
2018-08-01,21900
2018-08-02,24300
2018-08-03,35300
2018-08-04,53300
2018-08-05,62100
2018-08-06,41000
2018-08-07,29100
2018-08-08,23000
2018-08-09,20800
2018-08-10,21600
2018-08-11,17700
2018-08-12,15100
2018-08-13,15800
2018-08-14,15000
2018-08-15,15300
2018-08-16,15200
2018-08-17,13100
2018-08-18,11800
2018-08-19,11300
2018-08-20,13500
2018-08-21,13300
2018-08-22,26800
2018-08-23,35800
2018-08-24,24800
2018-08-25,18000
2018-08-26,14200
2018-08-27,11700
2018-08-28,10300
2018-08-29,9580
2018-08-30,8610
2018-08-31,8060
2018-09-01,10100
2018-09-02,12700
2018-09-03,11600
2018-09-04,11800
2018-09-05,9900
2018-09-06,8590
2018-09-07,7900
2018-09-08,9610
2018-09-09,18000
2018-09-10,69100
2018-09-11,130000
2018-09-12,88900
2018-09-13,54300
2018-09-14,48600
2018-09-15,40300
2018-09-16,30200
2018-09-17,25500
2018-09-18,28700
2018-09-19,61000
2018-09-20,61600
2018-09-21,41000
2018-09-22,31800
2018-09-23,27200
2018-09-24,26100
2018-09-25,35100
2018-09-26,53100
2018-09-27,80500
2018-09-28,94300
2018-09-29,132000
2018-09-30,108000
2018-10-01,61600
2018-10-02,44000
2018-10-03,34600
2018-10-04,28400
2018-10-05,25000
2018-10-06,22600
2018-10-07,19800
2018-10-08,18000
2018-10-09,16400
2018-10-10,15200
2018-10-11,14500
2018-10-12,15400
2018-10-13,17100
2018-10-14,20900
2018-10-15,18500
2018-10-16,16000
2018-10-17,14300
2018-10-18,12900
2018-10-19,11700
2018-10-20,11000
2018-10-21,10300
2018-10-22,9580
2018-10-23,9290
2018-10-24,8990
2018-10-25,8630
2018-10-26,8280
2018-10-27,10600
2018-10-28,12800
2018-10-29,13100
2018-10-30,13400
2018-10-31,13200
2018-11-01,13400
2018-11-02,13500
2018-11-03,25800
2018-11-04,26000
2018-11-05,23100
2018-11-06,35800
2018-11-07,48300
2018-11-08,37700
2018-11-09,32000
2018-11-10,35100
2018-11-11,51000
2018-11-12,39200
2018-11-13,36800
2018-11-14,38000
2018-11-15,40700
2018-11-16,47000
2018-11-17,49900
2018-11-18,50800
2018-11-19,48700
2018-11-20,44600
2018-11-21,43300
2018-11-22,44500
2018-11-23,38800
2018-11-24,35600
2018-11-25,55000
2018-11-26,59300
2018-11-27,52100
2018-11-28,42900
2018-11-29,34600
2018-11-30,29200
2018-12-01,26600
2018-12-02,26100
2018-12-03,27300
2018-12-04,26800
2018-12-05,23100
2018-12-06,20300
2018-12-07,18500
2018-12-08,16900
2018-12-09,15600
2018-12-10,14900
2018-12-11,14800
2018-12-12,13700
2018-12-13,12500
2018-12-14,12000
2018-12-15,18700
2018-12-16,67400
2018-12-17,143000
2018-12-18,101000
2018-12-19,60300
2018-12-20,44500
2018-12-21,41900
2018-12-22,60400
2018-12-23,86300
2018-12-24,68100
2018-12-25,48700
2018-12-26,38900
2018-12-27,32000
2018-12-28,32300
2018-12-29,43100
2018-12-30,47600
2018-12-31,43100
2019-01-01,43400
2019-01-02,44100
2019-01-03,38800
2019-01-04,32900
2019-01-05,29300
2019-01-06,28100
2019-01-07,27900
2019-01-08,27000
2019-01-09,24500
2019-01-10,22900
2019-01-11,21300
2019-01-12,19400
2019-01-13,19100
2019-01-14,18600
2019-01-15,17600
2019-01-16,16700
2019-01-17,15500
2019-01-18,14600
2019-01-19,14600
2019-01-20,27700
2019-01-21,42100
2019-01-22,51300
2019-01-23,37100
2019-01-24,35600
2019-01-25,50900
2019-01-26,57900
2019-01-27,48200
2019-01-28,38400
2019-01-29,32100
2019-01-30,27300
2019-01-31,23600
2019-02-01,19900
2019-02-02,17000
2019-02-03,15600
2019-02-04,16000
2019-02-05,17000
2019-02-06,17000
2019-02-07,17700
2019-02-08,21300
2019-02-09,27400
2019-02-10,29500
2019-02-11,24800
2019-02-12,26400
2019-02-13,34000
2019-02-14,43700
2019-02-15,41400
2019-02-16,35300
2019-02-17,33000
2019-02-18,30100
2019-02-19,26400
2019-02-20,23600
2019-02-21,23100
2019-02-22,25400
2019-02-23,33100
2019-02-24,52500
2019-02-25,62600
2019-02-26,72800
2019-02-27,55100
2019-02-28,41500
2019-03-01,33200
2019-03-02,32600
2019-03-03,31300
2019-03-04,35300
2019-03-05,34400
2019-03-06,34200
2019-03-07,28800
2019-03-08,25300
2019-03-09,23200
2019-03-10,23800
2019-03-11,33800
2019-03-12,41300
2019-03-13,38100
2019-03-14,33200
2019-03-15,29100
2019-03-16,26600
2019-03-17,25300
2019-03-18,23100
2019-03-19,20500
2019-03-20,18500
2019-03-21,24800
2019-03-22,63400
2019-03-23,64700
2019-03-24,43900
2019-03-25,33000
2019-03-26,28100
2019-03-27,25400
2019-03-28,22900
2019-03-29,20800
2019-03-30,19300
2019-03-31,18400
2019-04-01,17100
2019-04-02,15600
2019-04-03,14800
2019-04-04,13800
2019-04-05,13200
2019-04-06,13200
2019-04-07,13300
2019-04-08,14200
2019-04-09,13800
2019-04-10,13400
2019-04-11,12900
2019-04-12,12600
2019-04-13,14000
2019-04-14,16500
2019-04-15,25000
2019-04-16,34600
2019-04-17,36100
2019-04-18,29100
2019-04-19,24600
2019-04-20,31400
2019-04-21,48500
2019-04-22,48300
2019-04-23,36700
2019-04-24,29000
2019-04-25,24500
2019-04-26,22000
2019-04-27,20400
2019-04-28,19100
2019-04-29,18800
2019-04-30,18600
2019-05-01,17100
2019-05-02,16300
2019-05-03,15300
2019-05-04,16300
2019-05-05,29900
2019-05-06,64000
2019-05-07,67400
2019-05-08,44700
2019-05-09,33200
2019-05-10,27000
2019-05-11,28700
2019-05-12,24900
2019-05-13,33800
2019-05-14,49800
2019-05-15,49500
2019-05-16,42700
2019-05-17,34400
2019-05-18,28100
2019-05-19,23300
2019-05-20,20200
2019-05-21,20900
2019-05-22,17700
2019-05-23,16000
2019-05-24,14900
2019-05-25,12900
2019-05-26,11800
2019-05-27,11800
2019-05-28,12800
2019-05-29,11600
2019-05-30,10900
2019-05-31,11100
2019-06-01,10600
2019-06-02,9920
2019-06-03,9880
2019-06-04,10200
2019-06-05,9360
2019-06-06,8510
2019-06-07,7790
2019-06-08,7230
2019-06-09,7120
2019-06-10,7120
2019-06-11,6990
2019-06-12,6810
2019-06-13,8460
2019-06-14,10600
2019-06-15,9820
2019-06-16,7740
2019-06-17,6900
2019-06-18,6730
2019-06-19,6360
2019-06-20,6420
2019-06-21,6220
2019-06-22,5880
2019-06-23,7010
2019-06-24,6220
2019-06-25,5960
2019-06-26,5720
2019-06-27,5840
2019-06-28,6570
2019-06-29,6220
2019-06-30,5970
2019-07-01,5580
2019-07-02,5510
2019-07-03,8650
2019-07-04,9820
2019-07-05,8580
2019-07-06,7050
2019-07-07,8970
2019-07-08,26400
2019-07-09,24800
2019-07-10,15300
2019-07-11,12300
2019-07-12,11100
2019-07-13,10100
2019-07-14,9690
2019-07-15,9120
2019-07-16,7710
2019-07-17,6540
2019-07-18,6330
2019-07-19,5760
2019-07-20,5500
2019-07-21,5470
2019-07-22,5600
2019-07-23,7090
2019-07-24,11300
2019-07-25,7640
2019-07-26,7250
2019-07-27,7150
2019-07-28,5980
2019-07-29,5020
2019-07-30,4540
2019-07-31,4120
2019-08-01,3980
2019-08-02,4070
2019-08-03,3830
2019-08-04,4680
2019-08-05,4360
2019-08-06,5110
2019-08-07,5850
2019-08-08,5570
2019-08-09,4080
2019-08-10,3650
2019-08-11,3250
2019-08-12,3030
2019-08-13,2880
2019-08-14,2880
2019-08-15,3190
2019-08-16,3980
2019-08-17,3560
2019-08-18,3400
2019-08-19,3420
2019-08-20,4140
2019-08-21,3900
2019-08-22,3510
2019-08-23,3440
2019-08-24,3580
2019-08-25,3690
2019-08-26,3430
2019-08-27,3060
2019-08-28,3380
2019-08-29,4020
2019-08-30,3390
2019-08-31,3010
2019-09-01,2660
2019-09-02,2550
2019-09-03,2520
2019-09-04,2570
2019-09-05,2810
2019-09-06,2850
2019-09-07,2540
2019-09-08,2350
2019-09-09,2190
2019-09-10,2080
2019-09-11,2030
2019-09-12,1980
2019-09-13,1940
2019-09-14,2010
2019-09-15,2050
2019-09-16,1910
2019-09-17,1790
2019-09-18,1890
2019-09-19,2080
2019-09-20,2180
2019-09-21,1810
2019-09-22,1740
2019-09-23,1610
2019-09-24,1640
2019-09-25,1650
2019-09-26,1660
2019-09-27,1610
2019-09-28,1570
2019-09-29,1550
2019-09-30,1510
2019-10-01,1730
2019-10-02,1690
2019-10-03,1850
2019-10-04,1930
2019-10-05,1660
2019-10-06,1660
2019-10-07,1640
2019-10-08,1670
2019-10-09,1800
2019-10-10,1960
2019-10-11,2030
2019-10-12,1930
2019-10-13,1940
2019-10-14,1850
2019-10-15,1920
2019-10-16,2400
2019-10-17,2750
2019-10-18,2280
2019-10-19,2200
2019-10-20,2750
2019-10-21,2860
2019-10-22,2480
2019-10-23,2720
2019-10-24,2540
2019-10-25,2910
2019-10-26,2920
2019-10-27,4000
2019-10-28,4970
2019-10-29,5370
2019-10-30,4260
2019-10-31,4680
2019-11-01,17500
2019-11-02,15900
2019-11-03,9630
2019-11-04,8920
2019-11-05,8050
2019-11-06,6230
2019-11-07,5170
2019-11-08,4490
2019-11-09,4040
2019-11-10,3690
2019-11-11,3410
2019-11-12,3340
2019-11-13,3150
2019-11-14,3030
2019-11-15,2920
2019-11-16,2890
2019-11-17,2740
2019-11-18,2570
2019-11-19,2640
2019-11-20,2630
2019-11-21,2540
2019-11-22,2560
2019-11-23,2580
2019-11-24,4100
2019-11-25,3480
2019-11-26,3920
2019-11-27,3470
2019-11-28,3200
2019-11-29,3030
2019-11-30,2900
2019-12-01,2910
2019-12-02,3110
2019-12-03,3790
2019-12-04,3840
2019-12-05,3670
2019-12-06,3470
2019-12-07,3410
2019-12-08,3150
2019-12-09,3100
2019-12-10,4010
2019-12-11,4650
2019-12-12,4760
2019-12-13,4430
2019-12-14,4790
2019-12-15,6150
2019-12-16,7680
2019-12-17,8660
2019-12-18,15200
2019-12-19,16300
2019-12-20,16700
2019-12-21,13100
2019-12-22,10300
2019-12-23,8760
2019-12-24,7720
2019-12-25,6990
2019-12-26,6510
2019-12-27,6000
2019-12-28,5720
2019-12-29,5570
2019-12-30,6180
2019-12-31,7930
2020-01-01,7610
2020-01-02,6730
2020-01-03,6350
2020-01-04,6390
2020-01-05,6900
2020-01-06,6450
2020-01-07,6190
2020-01-08,6130
2020-01-09,5870
2020-01-10,5600
2020-01-11,5320
2020-01-12,5780
2020-01-13,10100
2020-01-14,10900
2020-01-15,13400
2020-01-16,13000
2020-01-17,11700
2020-01-18,10400
2020-01-19,9780
2020-01-20,9140
2020-01-21,8650
2020-01-22,8630
2020-01-23,8030
2020-01-24,7470
2020-01-25,15000
2020-01-26,30400
2020-01-27,44300
2020-01-28,36000
2020-01-29,26300
2020-01-30,20500
2020-01-31,16700
2020-02-01,14100
2020-02-02,12200
2020-02-03,11100
2020-02-04,10300
2020-02-05,9540
2020-02-06,9610
2020-02-07,13200
2020-02-08,20600
2020-02-09,26300
2020-02-10,29700
2020-02-11,25000
2020-02-12,21300
2020-02-13,19200
2020-02-14,19400
2020-02-15,18700
2020-02-16,18000
2020-02-17,16500
2020-02-18,14900
2020-02-19,13500
2020-02-20,12200
2020-02-21,11200
2020-02-22,10300
2020-02-23,9480
2020-02-24,8670
2020-02-25,8110
2020-02-26,7830
2020-02-27,10100
2020-02-28,10400
2020-02-29,9620
2020-03-01,9420
2020-03-02,8690
2020-03-03,8240
2020-03-04,7970
2020-03-05,8030
2020-03-06,7930
2020-03-07,7970
2020-03-08,7950
2020-03-09,7530
2020-03-10,7180
2020-03-11,6850
2020-03-12,6680
2020-03-13,6760
2020-03-14,6680
2020-03-15,6770
2020-03-16,6800
2020-03-17,6600
2020-03-18,6670
2020-03-19,7610
2020-03-20,8300
2020-03-21,9850
2020-03-22,11400
2020-03-23,11000
2020-03-24,10100
2020-03-25,9600
2020-03-26,9590
2020-03-27,10400
2020-03-28,12900
2020-03-29,14500
2020-03-30,16400
2020-03-31,16900
2020-04-01,15100
2020-04-02,13600
2020-04-03,12600
2020-04-04,11800
2020-04-05,10900
2020-04-06,9950
2020-04-07,9170
2020-04-08,8800
2020-04-09,8660
2020-04-10,8720
2020-04-11,9810
2020-04-12,12300
2020-04-13,19300
2020-04-14,21600
2020-04-15,26600
2020-04-16,32900
2020-04-17,27600
2020-04-18,22500
2020-04-19,19000
2020-04-20,17300
2020-04-21,16000
2020-04-22,14500
2020-04-23,13100
2020-04-24,13100
2020-04-25,12400
2020-04-26,13200
2020-04-27,15400
2020-04-28,19100
2020-04-29,27700
2020-04-30,30000
2020-05-01,53500
2020-05-02,81800
2020-05-03,55900
2020-05-04,41500
2020-05-05,33800
2020-05-06,33500
2020-05-07,30300
2020-05-08,26000
2020-05-09,23000
2020-05-10,21400
2020-05-11,19100
2020-05-12,16900
2020-05-13,14900
2020-05-14,13700
2020-05-15,12600
2020-05-16,11500
2020-05-17,10600
2020-05-18,9840
2020-05-19,8880
2020-05-20,8460
2020-05-21,8090
2020-05-22,8050
2020-05-23,8750
2020-05-24,9880
2020-05-25,12600
2020-05-26,15200
2020-05-27,13100
2020-05-28,11700
2020-05-29,10500
2020-05-30,10000
2020-05-31,10500
2020-06-01,11000
2020-06-02,10200
2020-06-03,8930
2020-06-04,7790
2020-06-05,9800
2020-06-06,12900
2020-06-07,13800
2020-06-08,12500
2020-06-09,12200
2020-06-10,9750
2020-06-11,11700
2020-06-12,8780
2020-06-13,8060
2020-06-14,7300
2020-06-15,6100
2020-06-16,5380
2020-06-17,5110
2020-06-18,5370
2020-06-19,5220
2020-06-20,5990
2020-06-21,10400
2020-06-22,18100
2020-06-23,17100
2020-06-24,16200
2020-06-25,13200
2020-06-26,11300
2020-06-27,8960
2020-06-28,7580
2020-06-29,6260
2020-06-30,5440
2020-07-01,5010
2020-07-02,4740
2020-07-03,4250
2020-07-04,3920
2020-07-05,3590
2020-07-06,3760
2020-07-07,4640
2020-07-08,3710
2020-07-09,3220
2020-07-10,3150
2020-07-11,3150
2020-07-12,3240
2020-07-13,3090
2020-07-14,2840
2020-07-15,2840
2020-07-16,2830
2020-07-17,2720
2020-07-18,2360
2020-07-19,2290
2020-07-20,2410
2020-07-21,2690
2020-07-22,3370
2020-07-23,3630
2020-07-24,3940
2020-07-25,4100
2020-07-26,3830
2020-07-27,4160
2020-07-28,4100
2020-07-29,3540
2020-07-30,2850
2020-07-31,3070
2020-08-01,2860
2020-08-02,2440
2020-08-03,2530
2020-08-04,7970
2020-08-05,6580
2020-08-06,6080
2020-08-07,8810
2020-08-08,6520
2020-08-09,6020
2020-08-10,5730
2020-08-11,5060
2020-08-12,6970
2020-08-13,9390
2020-08-14,5430
2020-08-15,4440
2020-08-16,6360
2020-08-17,6240
2020-08-18,8460
2020-08-19,10900
2020-08-20,9980
2020-08-21,7670
2020-08-22,6780
2020-08-23,5960
2020-08-24,4810
2020-08-25,4660
2020-08-26,5620
2020-08-27,5070
2020-08-28,4840
2020-08-29,5690
2020-08-30,4890
2020-08-31,4630
2020-09-01,5510
2020-09-02,5890
2020-09-03,10300
2020-09-04,12800
2020-09-05,9770
2020-09-06,7770
2020-09-07,6640
2020-09-08,5620
2020-09-09,4770
2020-09-10,5880
2020-09-11,5030
2020-09-12,5960
2020-09-13,4650
2020-09-14,3960
2020-09-15,3500
2020-09-16,3300
2020-09-17,2970
2020-09-18,2870
2020-09-19,2760
2020-09-20,2570
2020-09-21,2410
2020-09-22,2420
2020-09-23,2470
2020-09-24,2420
2020-09-25,2520
2020-09-26,2480
2020-09-27,2380
2020-09-28,2260
2020-09-29,2300
2020-09-30,2550
2020-10-01,3060
2020-10-02,3420
2020-10-03,3480
2020-10-04,3770
2020-10-05,3790
2020-10-06,3330
2020-10-07,3060
2020-10-08,2710
2020-10-09,2490
2020-10-10,2370
2020-10-11,2310
2020-10-12,3010
2020-10-13,3600
2020-10-14,3910
2020-10-15,4020
2020-10-16,3810
2020-10-17,3640
2020-10-18,3340
2020-10-19,3000
2020-10-20,2880
2020-10-21,2810
2020-10-22,2570
2020-10-23,2480
2020-10-24,2430
2020-10-25,2410
2020-10-26,2340
2020-10-27,2330
2020-10-28,2390
2020-10-29,4330
2020-10-30,5380
2020-10-31,4660
2020-11-01,6890
2020-11-02,9710
2020-11-03,7710
2020-11-04,6300
2020-11-05,5450
2020-11-06,4860
2020-11-07,4400
2020-11-08,4030
2020-11-09,3700
2020-11-10,3580
2020-11-11,3880
2020-11-12,7940
2020-11-13,7190
2020-11-14,9800
2020-11-15,17100
2020-11-16,13200
2020-11-17,10400
2020-11-18,8660
2020-11-19,7230
2020-11-20,6330
2020-11-21,5640
2020-11-22,5130
2020-11-23,4670
2020-11-24,4570
2020-11-25,4370
2020-11-26,4230
2020-11-27,4100
2020-11-28,3980
2020-11-29,3790
2020-11-30,5760
2020-12-01,8490
2020-12-02,8140
2020-12-03,11900
2020-12-04,12600
2020-12-05,14200
2020-12-06,12200
2020-12-07,11000
2020-12-08,11100
2020-12-09,10200
2020-12-10,9120
2020-12-11,8340
2020-12-12,7540
2020-12-13,6720
2020-12-14,8400
2020-12-15,10400
2020-12-16,10500
2020-12-17,16800
2020-12-18,14400
2020-12-19,12300
2020-12-20,10900
2020-12-21,10300
2020-12-22,10200
2020-12-23,11400
2020-12-24,16400
2020-12-25,52600
2020-12-26,76800
2020-12-27,63400
2020-12-28,40300
2020-12-29,29200
2020-12-30,23200
2020-12-31,19400
2021-01-01,16900
2021-01-02,23400
2021-01-03,25700
2021-01-04,31900
2021-01-05,31500
2021-01-06,26900
2021-01-07,22800
2021-01-08,19500
2021-01-09,17100
2021-01-10,15100
2021-01-11,13500
2021-01-12,12300
2021-01-13,11300
2021-01-14,10500
2021-01-15,9760
2021-01-16,9290
2021-01-17,8880
2021-01-18,8510
2021-01-19,8190
2021-01-20,7780
2021-01-21,7290
2021-01-22,6810
2021-01-23,6500
2021-01-24,6160
2021-01-25,5930
2021-01-26,5820
2021-01-27,5830
2021-01-28,5740
2021-01-29,5850
2021-01-30,5980
2021-01-31,6220
2021-02-01,6420
2021-02-02,6370
2021-02-03,6280
2021-02-04,6350
2021-02-05,6360
2021-02-06,6500
2021-02-07,6920
2021-02-08,7620
2021-02-09,7520
2021-02-10,7550
2021-02-11,8110
2021-02-12,7970
2021-02-13,7860
2021-02-14,7930
2021-02-15,8160
2021-02-16,12100
2021-02-17,13400
2021-02-18,17600
2021-02-19,20500
2021-02-20,19000
2021-02-21,16200
2021-02-22,14700
2021-02-23,14200
2021-02-24,14700
2021-02-25,19000
2021-02-26,30900
2021-02-27,36700
2021-02-28,35800
2021-03-01,50300
2021-03-02,89700
2021-03-03,81000
2021-03-04,54900
2021-03-05,40600
2021-03-06,32000
2021-03-07,26300
2021-03-08,22200
2021-03-09,19300
2021-03-10,17000
2021-03-11,15400
2021-03-12,14000
2021-03-13,12900
2021-03-14,12200
2021-03-15,11300
2021-03-16,10700
2021-03-17,10200
2021-03-18,10100
2021-03-19,10900
2021-03-20,11900
2021-03-21,12100
2021-03-22,11700
2021-03-23,11000
2021-03-24,11300
2021-03-25,10900
2021-03-26,10600
2021-03-27,9870
2021-03-28,9790
2021-03-29,9610
2021-03-30,9860
2021-03-31,10400
2021-04-01,12500
2021-04-02,13200
2021-04-03,15600
2021-04-04,15900
2021-04-05,14300
2021-04-06,12900
2021-04-07,11900
2021-04-08,11000
2021-04-09,11100
2021-04-10,10900
2021-04-11,10900
2021-04-12,18900
2021-04-13,44800
2021-04-14,37900
2021-04-15,28700
2021-04-16,23600
2021-04-17,20600
2021-04-18,18700
2021-04-19,16600
2021-04-20,15400
2021-04-21,13800
2021-04-22,11900
2021-04-23,10900
2021-04-24,10000
2021-04-25,10400
2021-04-26,9970
2021-04-27,9800
2021-04-28,10500
2021-04-29,10200
2021-04-30,9500
2021-05-01,8790
2021-05-02,8390
2021-05-03,8020
2021-05-04,9040
2021-05-05,11100
2021-05-06,11300
2021-05-07,15600
2021-05-08,15400
2021-05-09,13800
2021-05-10,12400
2021-05-11,10600
2021-05-12,9650
2021-05-13,8940
2021-05-14,8230
2021-05-15,7650
2021-05-16,7110
2021-05-17,6640
2021-05-18,6240
2021-05-19,6070
2021-05-20,5850
2021-05-21,5310
2021-05-22,4960
2021-05-23,4620
2021-05-24,4430
2021-05-25,4650
2021-05-26,4560
2021-05-27,4950
2021-05-28,5110
2021-05-29,5880
2021-05-30,6030
2021-05-31,6010
2021-06-01,6190
2021-06-02,6140
2021-06-03,5580
2021-06-04,5700
2021-06-05,5450
2021-06-06,5070
2021-06-07,4460
2021-06-08,4120
2021-06-09,4000
2021-06-10,3810
2021-06-11,5810
2021-06-12,14200
2021-06-13,13500
2021-06-14,14300
2021-06-15,13500
2021-06-16,10700
2021-06-17,10000
2021-06-18,9210
2021-06-19,8430
2021-06-20,7030
2021-06-21,6060
2021-06-22,6100
2021-06-23,6060
2021-06-24,5850
2021-06-25,5300
